Date,Person_ID,Age,Gender,City,Temperature_C,Activity_Level,Water_Consumed_Liters,Consumption_scaled
2025-01-01,P0073,41.0,Male,Rawalpindi,22.6,Medium,2.51,0.4216027874564458
2025-01-01,P0076,52.0,Male,Rawalpindi,19.0,Low,1.56,0.0905923344947735
2025-01-01,P0040,52.0,Male,Islamabad,21.3,Low,1.96,0.22996515679442503
2025-01-01,P0038,18.0,Male,Multan,40.4,Medium,3.43,0.7421602787456445
2025-01-01,P0079,36.0,Male,Rawalpindi,39.3,High,3.7,0.8362369337979092
2025-01-01,P0011,25.0,Female,Islamabad,20.3,Medium,2.24,0.3275261324041812
2025-01-01,P0003,37.0,Male,Rawalpindi,31.9,Medium,3.21,0.6655052264808361
2025-01-01,P0021,18.0,Male,Multan,35.8,Medium,3.2,0.6620209059233448
2025-01-01,P0046,36.0,Male,Faisalabad,16.9,Low,1.63,0.11498257839721243
2025-01-01,P0099,60.0,Female,Faisalabad,38.0,Medium,3.21,0.6655052264808361
2025-01-01,P0065,31.0,Male,Lahore,28.6,Medium,2.89,0.5540069686411149
2025-01-01,P0044,22.0,Male,Islamabad,37.1,Low,2.67,0.47735191637630653
2025-01-01,P0048,44.0,Male,Faisalabad,35.8,Low,2.7,0.4878048780487804
2025-01-01,P0001,21.0,Female,Karachi,22.1,Medium,2.4,0.3832752613240417
2025-01-01,P0082,50.0,Male,Rawalpindi,29.6,Low,2.18,0.30662020905923343
2025-01-01,P0098,58.0,Female,Rawalpindi,19.1,Medium,2.39,0.37979094076655046
2025-01-01,P0084,56.0,Female,Islamabad,28.5410751565762,Low,2.17,0.30313588850174206
2025-01-01,P0005,37.0,Female,Karachi,31.1,Low,2.23,0.32404181184668984
2025-01-01,P0045,29.0,Female,Islamabad,18.6,Low,1.96,0.22996515679442503
2025-01-01,P0015,58.0,Male,Rawalpindi,28.5410751565762,High,3.11,0.630662020905923
2025-01-01,P0078,52.0,Female,Islamabad,23.8,Medium,2.45,0.40069686411149824
2025-01-01,P0050,42.0,Male,Rawalpindi,18.8,Medium,2.54,0.4320557491289198
2025-01-01,P0052,25.0,Female,Faisalabad,31.7,Medium,3.04,0.6062717770034842
2025-01-01,P0060,20.0,Male,Rawalpindi,16.8,Medium,2.15,0.29616724738675954
2025-01-01,P0031,30.0,Female,Rawalpindi,20.4,High,2.71,0.4912891986062717
2025-01-01,P0086,57.0,Other,Lahore,35.0,Medium,2.48,0.411149825783972
2025-01-01,P0057,56.0,Female,Karachi,25.7,Medium,2.59,0.4494773519163762
2025-01-01,P0008,64.0,Female,Islamabad,17.5,Medium,2.41,0.3867595818815331
2025-01-01,P0037,31.0,Male,Karachi,15.1,Medium,2.0,0.24390243902439018
2025-01-01,P0036,63.0,Male,Multan,38.4,Low,2.55,0.43554006968641096
2025-01-01,P0072,41.0,Female,Lahore,33.5,Low,2.41,0.3867595818815331
2025-01-01,P0034,18.0,Female,Lahore,33.4,Medium,3.07,0.616724738675958
2025-01-01,P0051,41.0,Male,Rawalpindi,30.3,Medium,2.9,0.5574912891986061
2025-01-01,P0027,29.0,Male,Rawalpindi,32.6,High,2.7222117072635506,0.4955441488723172
2025-01-01,P0004,51.0,Female,Islamabad,34.9,Medium,3.29,0.6933797909407664
2025-01-01,P0007,58.0,Female,Islamabad,26.7,Medium,2.85,0.5400696864111498
2025-01-02,P0015,58.0,Male,Rawalpindi,17.5,Medium,2.48,0.411149825783972
2025-01-02,P0019,34.0,Male,Faisalabad,32.2,Low,2.58,0.44599303135888496
2025-01-02,P0080,60.0,Male,Lahore,40.0,Medium,3.19,0.6585365853658536
2025-01-02,P0056,37.0,Male,Multan,28.2,Low,2.18,0.30662020905923343
2025-01-02,P0012,28.0,Male,Lahore,35.5,Medium,3.29,0.6933797909407664
2025-01-02,P0031,41.0,Female,Rawalpindi,31.9,High,3.24,0.6759581881533101
2025-01-02,P0014,32.0,Male,Lahore,37.7,High,3.74,0.8501742160278745
2025-01-02,P0064,22.0,Male,Rawalpindi,41.6,Low,2.68,0.4808362369337979
2025-01-02,P0052,25.0,Female,Faisalabad,38.7,Medium,3.15,0.6445993031358883
2025-01-02,P0004,51.0,Female,Islamabad,41.7,Medium,3.48,0.7595818815331008
2025-01-02,P0001,21.0,Female,Karachi,41.0,Medium,3.31,0.7003484320557489
2025-01-02,P0028,20.0,Male,Multan,37.7,Low,2.69,0.48432055749128905
2025-01-02,P0062,40.0,Male,Multan,34.4,Medium,3.25,0.6794425087108011
2025-01-02,P0007,41.0,Male,Islamabad,19.9,Low,1.85,0.19163763066202083
2025-01-02,P0038,18.0,Male,Multan,17.8,High,2.61,0.45644599303135874
2025-01-02,P0085,43.0,Male,Multan,33.7,Low,2.4,0.3832752613240417
2025-01-02,P0065,31.0,Male,Lahore,15.6,High,2.38,0.3763066202090591
2025-01-02,P0036,63.0,Male,Multan,38.6,Medium,3.36,0.7177700348432055
2025-01-02,P0006,21.0,Female,Islamabad,34.3,Medium,2.92,0.5644599303135887
2025-01-02,P0027,29.0,Male,Rawalpindi,21.8,Medium,2.39,0.37979094076655046
2025-01-02,P0078,52.0,Female,Islamabad,16.4,Low,1.82,0.18118466898954705
2025-01-02,P0043,30.0,Female,Faisalabad,40.7,Medium,3.45,0.749128919860627
2025-01-02,P0040,52.0,Male,Islamabad,40.1,High,3.73,0.8466898954703832
2025-01-02,P0096,40.0,Male,Karachi,28.5410751565762,Medium,3.02,0.5993031358885017
2025-01-02,P0093,18.0,Female,Faisalabad,38.4,Low,2.56,0.43902439024390233
2025-01-02,P0024,39.0,Female,Faisalabad,33.1,High,3.33,0.7073170731707317
2025-01-02,P0094,34.0,Male,Lahore,15.7,High,2.74,0.5017421602787457
2025-01-02,P0005,37.0,Female,Karachi,37.2,High,3.56,0.7874564459930311
2025-01-02,P0021,18.0,Male,Multan,19.2,Low,1.76,0.16027874564459926
2025-01-02,P0083,47.0,Female,Islamabad,19.3,Medium,2.5,0.41811846689895465
2025-01-02,P0073,38.0,Male,Rawalpindi,33.5,Low,2.71,0.4912891986062717
2025-01-02,P0042,47.0,Female,Rawalpindi,34.9,Medium,3.23,0.6724738675958186
2025-01-02,P0018,49.0,Female,Lahore,34.2,Medium,3.04,0.6062717770034842
2025-01-02,P0045,29.0,Female,Islamabad,17.4,Medium,2.51,0.4216027874564458
2025-01-02,P0044,22.0,Male,Rawalpindi,27.9,Low,2.36,0.36933797909407656
2025-01-02,P0079,36.0,Male,Rawalpindi,16.4,Medium,2.01,0.24738675958188144
2025-01-02,P0048,41.0,Male,Faisalabad,27.5,Low,2.18,0.30662020905923343
2025-01-02,P0022,42.0,Female,Lahore,25.7,Low,2.33,0.3588850174216028
2025-01-02,P0076,52.0,Male,Rawalpindi,28.5,Medium,2.77,0.5121951219512195
2025-01-02,P0049,25.0,Female,Lahore,17.7,Medium,2.38,0.3763066202090591
2025-01-02,P0055,36.0,Female,Multan,22.5,Low,2.1,0.2787456445993031
2025-01-02,P0029,37.0,Male,Karachi,15.3,Low,1.77,0.16376306620209052
2025-01-02,P0066,25.0,Female,Multan,18.3,High,2.7222117072635506,0.4955441488723172
2025-01-02,P0067,55.0,Male,Multan,38.3,Medium,3.35,0.7142857142857142
2025-01-02,P0047,51.0,Male,Rawalpindi,19.7,Medium,2.54,0.4320557491289198
2025-01-02,P0013,43.0,Female,Faisalabad,39.2,Medium,3.19,0.6585365853658536
2025-01-02,P0002,54.0,Other,Rawalpindi,37.3,Medium,3.45,0.749128919860627
2025-01-02,P0059,39.0,Male,Lahore,29.6,Medium,3.04,0.6062717770034842
2025-01-02,P0081,53.0,Female,Multan,31.5,Low,2.58,0.44599303135888496
2025-01-02,P0063,57.0,Female,Multan,36.2,High,3.75,0.8536585365853657
2025-01-02,P0095,30.0,Female,Islamabad,18.9,Medium,2.55,0.43554006968641096
2025-01-02,P0100,55.0,Male,Rawalpindi,28.1,Medium,2.54,0.4320557491289198
2025-01-02,P0030,57.0,Female,Multan,32.4,Low,2.15,0.29616724738675954
2025-01-02,P0010,44.0,Male,Rawalpindi,31.5,Low,2.5,0.41811846689895465
2025-01-02,P0035,51.0,Male,Rawalpindi,27.8,Low,1.92,0.21602787456445988
2025-01-02,P0092,19.0,Male,Faisalabad,31.6,Low,2.24,0.3275261324041812
2025-01-02,P0057,56.0,Female,Karachi,21.3,Low,1.6,0.10452961672473865
2025-01-02,P0099,60.0,Female,Faisalabad,20.1,High,2.92,0.5644599303135887
2025-01-02,P0026,52.0,Female,Islamabad,30.1,Medium,3.06,0.6132404181184667
2025-01-02,P0032,34.0,Female,Rawalpindi,27.4,High,2.96,0.5783972125435539
2025-01-02,P0003,37.0,Male,Rawalpindi,23.7,Low,1.94,0.2229965156794424
2025-01-02,P0060,20.0,Male,Rawalpindi,39.3,Low,2.85,0.5400696864111498
2025-01-02,P0061,41.0,Female,Karachi,26.2,Medium,2.51,0.4216027874564458
2025-01-02,P0054,55.0,Male,Rawalpindi,31.6,Medium,2.85,0.5400696864111498
2025-01-02,P0088,56.0,Male,Rawalpindi,39.0,Medium,3.5,0.7665505226480835
2025-01-02,P0017,46.0,Male,Multan,27.2,Low,2.11,0.28222996515679427
2025-01-02,P0075,40.0,Female,Rawalpindi,21.5,Medium,2.47,0.4076655052264809
2025-01-02,P0051,41.0,Male,Rawalpindi,21.8,Medium,2.77,0.5121951219512195
2025-01-02,P0023,53.0,Female,Islamabad,28.8,Medium,3.3,0.6968641114982577
2025-01-02,P0090,62.0,Male,Islamabad,35.6,Low,2.29,0.34494773519163763
2025-01-02,P0098,58.0,Female,Rawalpindi,22.9,Low,2.03,0.25435540069686396
2025-01-02,P0077,24.0,Female,Islamabad,32.6,Medium,2.82,0.5296167247386758
2025-01-02,P0087,42.0,Male,Rawalpindi,41.9,Medium,3.66,0.8222996515679442
2025-01-02,P0041,20.0,Female,Rawalpindi,30.0,Medium,2.91,0.5609756097560974
2025-01-02,P0091,38.0,Male,Karachi,32.0,Medium,2.97,0.5818815331010452
2025-01-02,P0046,36.0,Male,Faisalabad,29.3,Medium,2.69,0.48432055749128905
2025-01-02,P0020,24.0,Male,Rawalpindi,36.7,Medium,3.24,0.6759581881533101
2025-01-02,P0070,48.0,Male,Lahore,31.1,Low,2.46,0.4041811846689895
2025-01-02,P0008,64.0,Female,Islamabad,27.5,Low,2.3,0.3484320557491288
2025-01-02,P0053,27.0,Female,Karachi,38.6,Medium,3.26,0.6829268292682924
2025-01-02,P0086,57.0,Other,Lahore,28.5410751565762,Medium,3.46,0.7526132404181183
2025-01-02,P0097,44.0,Male,Rawalpindi,28.5410751565762,Low,1.69,0.13588850174216022
2025-01-02,P0011,25.0,Female,Islamabad,31.4,Low,2.18,0.30662020905923343
2025-01-02,P0039,43.0,Male,Faisalabad,37.4,Medium,3.45,0.749128919860627
2025-01-02,P0082,50.0,Male,Rawalpindi,24.7,High,2.92,0.5644599303135887
2025-01-02,P0025,35.0,Other,Rawalpindi,23.5,High,2.83,0.5331010452961671
2025-01-02,P0074,41.0,Female,Karachi,19.0,Low,1.62,0.11149825783972128
2025-01-02,P0034,18.0,Female,Lahore,35.0,Low,2.7222117072635506,0.4955441488723172
2025-01-02,P0016,58.0,Male,Rawalpindi,28.5410751565762,Medium,3.16,0.6480836236933798
2025-01-02,P0084,56.0,Female,Islamabad,26.8,Medium,2.59,0.4494773519163762
2025-01-03,P0013,43.0,Female,Faisalabad,41.6,Medium,3.53,0.7770034843205573
2025-01-03,P0011,25.0,Female,Islamabad,27.5,Medium,2.63,0.4634146341463414
2025-01-03,P0092,41.0,Male,Faisalabad,40.6,Medium,3.62,0.8083623693379789
2025-01-03,P0025,35.0,Other,Rawalpindi,35.8,Medium,2.98,0.5853658536585364
2025-01-03,P0044,22.0,Male,Islamabad,20.0,Medium,2.3,0.3484320557491288
2025-01-03,P0062,40.0,Male,Multan,35.7,High,3.65,0.8188153310104527
2025-01-03,P0007,58.0,Male,Islamabad,34.0,Medium,2.93,0.5679442508710801
2025-01-03,P0043,30.0,Female,Faisalabad,37.8,Medium,3.11,0.630662020905923
2025-01-03,P0084,56.0,Female,Islamabad,16.9,Low,1.77,0.16376306620209052
2025-01-03,P0063,57.0,Female,Multan,39.8,Medium,3.47,0.7560975609756098
2025-01-03,P0094,34.0,Male,Lahore,27.0,Low,2.25,0.33101045296167236
2025-01-03,P0021,18.0,Male,Multan,39.9,Medium,3.28,0.6898954703832751
2025-01-03,P0019,34.0,Male,Faisalabad,39.9,Medium,3.26,0.6829268292682924
2025-01-03,P0087,42.0,Male,Multan,29.9,Medium,2.68,0.4808362369337979
2025-01-03,P0069,41.0,Female,Rawalpindi,15.7,Medium,2.41,0.3867595818815331
2025-01-03,P0057,56.0,Female,Karachi,41.0,Medium,3.5,0.7665505226480835
2025-01-03,P0074,53.0,Female,Karachi,28.5410751565762,Medium,2.53,0.42857142857142844
2025-01-03,P0076,52.0,Male,Rawalpindi,28.5410751565762,High,2.94,0.5714285714285712
2025-01-03,P0085,43.0,Male,Multan,29.2,Medium,2.97,0.5818815331010452
2025-01-03,P0033,64.0,Male,Islamabad,32.6,Low,2.61,0.45644599303135874
2025-01-03,P0030,57.0,Female,Rawalpindi,41.5,High,3.95,0.9233449477351916
2025-01-03,P0040,52.0,Male,Islamabad,19.4,Medium,2.46,0.4041811846689895
2025-01-03,P0046,36.0,Male,Faisalabad,27.5,High,3.28,0.6898954703832751
2025-01-03,P0015,58.0,Male,Rawalpindi,27.2,Medium,2.5,0.41811846689895465
2025-01-03,P0079,36.0,Male,Rawalpindi,28.9,Medium,3.01,0.5958188153310102
2025-01-03,P0096,40.0,Male,Karachi,36.2,High,3.69,0.8327526132404179
2025-01-03,P0014,32.0,Male,Lahore,28.5410751565762,Medium,2.64,0.46689895470383275
2025-01-03,P0004,51.0,Female,Islamabad,36.8,Medium,3.07,0.616724738675958
2025-01-03,P0097,44.0,Male,Rawalpindi,41.3,Medium,3.6,0.8013937282229964
2025-01-03,P0075,40.0,Female,Rawalpindi,39.9,Low,2.58,0.44599303135888496
2025-01-03,P0064,22.0,Male,Rawalpindi,34.9,Medium,3.12,0.6341463414634145
2025-01-03,P0065,31.0,Male,Lahore,33.3,High,3.4,0.7317073170731705
2025-01-03,P0034,18.0,Female,Lahore,15.7,Medium,2.47,0.4076655052264809
2025-01-03,P0002,54.0,Other,Rawalpindi,18.8,High,2.95,0.5749128919860627
2025-01-03,P0036,63.0,Male,Multan,18.7,High,2.78,0.5156794425087106
2025-01-03,P0067,55.0,Male,Multan,33.7,Low,2.7222117072635506,0.4955441488723172
2025-01-03,P0083,47.0,Female,Islamabad,35.3,Medium,2.78,0.5156794425087106
2025-01-03,P0018,49.0,Female,Lahore,15.1,Medium,2.11,0.28222996515679427
2025-01-03,P0017,46.0,Male,Multan,38.9,Medium,2.94,0.5714285714285712
2025-01-03,P0091,38.0,Male,Karachi,22.4,Medium,2.5,0.41811846689895465
2025-01-03,P0071,41.0,Female,Rawalpindi,25.0,Medium,2.58,0.44599303135888496
2025-01-03,P0006,21.0,Female,Islamabad,29.9,Low,2.3,0.3484320557491288
2025-01-03,P0059,39.0,Male,Lahore,28.5410751565762,Medium,3.65,0.8188153310104527
2025-01-03,P0098,58.0,Female,Rawalpindi,30.0,Low,2.34,0.36236933797909393
2025-01-03,P0060,20.0,Male,Rawalpindi,37.3,Low,2.86,0.5435540069686411
2025-01-03,P0029,37.0,Male,Karachi,28.5410751565762,Medium,2.71,0.4912891986062717
2025-01-03,P0082,50.0,Male,Rawalpindi,41.5,Medium,3.54,0.7804878048780486
2025-01-03,P0049,25.0,Female,Lahore,17.9,Medium,2.51,0.4216027874564458
2025-01-03,P0052,25.0,Female,Faisalabad,28.1,Medium,2.71,0.4912891986062717
2025-01-03,P0090,62.0,Male,Islamabad,37.0,Medium,3.26,0.6829268292682924
2025-01-03,P0066,25.0,Female,Multan,37.3,Low,2.77,0.5121951219512195
2025-01-03,P0080,60.0,Male,Lahore,23.0,Medium,2.76,0.508710801393728
2025-01-03,P0012,28.0,Male,Lahore,34.9,Medium,2.95,0.5749128919860627
2025-01-03,P0068,26.0,Male,Karachi,37.2,Medium,3.47,0.7560975609756098
2025-01-03,P0031,30.0,Male,Rawalpindi,18.0,Medium,2.33,0.3588850174216028
2025-01-03,P0045,41.0,Female,Islamabad,31.5,High,3.51,0.7700348432055746
2025-01-03,P0089,19.0,Male,Faisalabad,37.1,High,3.86,0.8919860627177698
2025-01-03,P0023,53.0,Female,Islamabad,15.0,Medium,2.25,0.33101045296167236
2025-01-03,P0048,44.0,Male,Faisalabad,21.4,High,2.67,0.47735191637630653
2025-01-03,P0093,18.0,Female,Faisalabad,31.5,Medium,3.14,0.641114982578397
2025-01-03,P0088,56.0,Male,Rawalpindi,19.1,Low,1.91,0.2125435540069685
2025-01-03,P0003,37.0,Male,Rawalpindi,35.7,Medium,3.25,0.6794425087108011
2025-01-03,P0038,18.0,Male,Multan,17.7,High,2.95,0.5749128919860627
2025-01-03,P0072,51.0,Female,Lahore,26.4,Medium,2.71,0.4912891986062717
2025-01-03,P0078,52.0,Female,Islamabad,32.7,Medium,2.98,0.5853658536585364
2025-01-03,P0051,41.0,Male,Rawalpindi,28.5410751565762,Medium,3.39,0.7282229965156792
2025-01-03,P0028,20.0,Male,Multan,17.8,High,2.84,0.5365853658536583
2025-01-03,P0009,57.0,Female,Karachi,25.2,Medium,2.76,0.508710801393728
2025-01-03,P0047,51.0,Male,Rawalpindi,27.7,High,3.11,0.630662020905923
2025-01-03,P0027,29.0,Male,Rawalpindi,15.1,Medium,2.17,0.30313588850174206
2025-01-03,P0073,38.0,Male,Rawalpindi,37.8,Medium,3.54,0.7804878048780486
2025-01-03,P0008,64.0,Female,Islamabad,40.2,Medium,3.38,0.724738675958188
2025-01-03,P0042,47.0,Female,Rawalpindi,18.0,Low,1.68,0.13240418118466896
2025-01-03,P0086,57.0,Other,Lahore,15.1,Low,1.69,0.13588850174216022
2025-01-03,P0041,20.0,Female,Rawalpindi,29.9,Medium,3.02,0.5993031358885017
2025-01-03,P0070,48.0,Female,Lahore,18.7,Medium,2.56,0.43902439024390233
2025-01-03,P0020,24.0,Male,Rawalpindi,41.2,Medium,3.34,0.7108013937282227
2025-01-03,P0026,52.0,Female,Islamabad,15.3,Medium,2.09,0.27526132404181175
2025-01-03,P0077,24.0,Female,Islamabad,40.3,Low,2.61,0.45644599303135874
2025-01-03,P0061,41.0,Female,Karachi,38.2,Medium,2.7222117072635506,0.4955441488723172
2025-01-03,P0099,60.0,Female,Faisalabad,20.6,Low,1.73,0.14982578397212537
2025-01-03,P0056,37.0,Female,Multan,25.1,Medium,2.47,0.4076655052264809
2025-01-03,P0032,34.0,Female,Rawalpindi,28.5410751565762,Medium,2.7,0.4878048780487804
2025-01-03,P0039,43.0,Male,Faisalabad,41.2,Low,2.76,0.508710801393728
2025-01-03,P0095,30.0,Female,Islamabad,21.3,Low,1.99,0.24041811846689892
2025-01-03,P0037,31.0,Male,Karachi,39.0,Medium,3.44,0.7456445993031358
2025-01-03,P0005,41.0,Male,Karachi,20.6,Low,1.93,0.21951219512195114
2025-01-03,P0001,21.0,Female,Karachi,26.4,High,2.96,0.5783972125435539
2025-01-04,P0011,25.0,Female,Islamabad,39.9,Low,3.05,0.6097560975609755
2025-01-04,P0084,56.0,Female,Islamabad,33.4,High,3.6,0.8013937282229964
2025-01-04,P0010,44.0,Male,Rawalpindi,36.6,Medium,3.31,0.7003484320557489
2025-01-04,P0069,46.0,Female,Rawalpindi,30.7,High,3.21,0.6655052264808361
2025-01-04,P0078,52.0,Female,Islamabad,30.5,Medium,3.03,0.6027874564459927
2025-01-04,P0075,40.0,Female,Rawalpindi,37.8,Low,2.48,0.411149825783972
2025-01-04,P0056,37.0,Male,Multan,24.8,Medium,2.74,0.5017421602787457
2025-01-04,P0007,58.0,Female,Islamabad,30.2,Low,2.28,0.34146341463414626
2025-01-04,P0028,20.0,Male,Multan,31.5,Medium,2.78,0.5156794425087106
2025-01-04,P0066,25.0,Female,Multan,40.2,Medium,2.61,0.45644599303135874
2025-01-04,P0019,34.0,Male,Faisalabad,37.9,Medium,3.25,0.6794425087108011
2025-01-04,P0020,24.0,Male,Rawalpindi,29.8,High,3.19,0.6585365853658536
2025-01-04,P0055,36.0,Female,Multan,23.4,High,3.09,0.6236933797909405
2025-01-04,P0014,32.0,Male,Lahore,17.9,Medium,2.49,0.4146341463414634
2025-01-04,P0022,42.0,Female,Lahore,31.4,Medium,2.75,0.5052264808362368
2025-01-04,P0018,49.0,Female,Lahore,24.3,High,2.9,0.5574912891986061
2025-01-04,P0061,41.0,Female,Karachi,36.2,Medium,3.33,0.7073170731707317
2025-01-04,P0058,41.0,Male,Rawalpindi,37.2,Medium,2.88,0.5505226480836236
2025-01-04,P0076,52.0,Male,Rawalpindi,24.4,Medium,2.8,0.5226480836236933
2025-01-04,P0054,55.0,Male,Rawalpindi,23.3,Low,1.9,0.20905923344947724
2025-01-04,P0092,19.0,Male,Rawalpindi,40.0,Medium,3.61,0.8048780487804876
2025-01-04,P0098,58.0,Male,Rawalpindi,19.7,Medium,2.39,0.37979094076655046
2025-01-04,P0079,36.0,Male,Rawalpindi,41.1,Medium,3.41,0.735191637630662
2025-01-04,P0026,41.0,Female,Islamabad,29.8,Low,2.26,0.3344947735191636
2025-01-04,P0081,53.0,Female,Multan,20.2,Medium,2.15,0.29616724738675954
2025-01-04,P0030,41.0,Female,Multan,34.3,Medium,3.19,0.6585365853658536
2025-01-04,P0059,39.0,Male,Lahore,40.7,Medium,2.7222117072635506,0.4955441488723172
2025-01-04,P0013,43.0,Female,Faisalabad,37.0,Low,2.58,0.44599303135888496
2025-01-04,P0034,18.0,Female,Lahore,37.4,High,3.84,0.8850174216027873
2025-01-04,P0088,56.0,Male,Rawalpindi,35.6,Medium,3.08,0.6202090592334493
2025-01-04,P0057,56.0,Female,Karachi,34.2,Medium,2.7222117072635506,0.4955441488723172
2025-01-04,P0047,51.0,Male,Rawalpindi,39.7,High,3.98,0.9337979094076654
2025-01-04,P0072,51.0,Female,Lahore,30.0,High,3.22,0.6689895470383274
2025-01-04,P0086,57.0,Other,Lahore,29.8,High,3.39,0.7282229965156792
2025-01-04,P0090,62.0,Male,Islamabad,39.1,Medium,3.17,0.6515679442508708
2025-01-04,P0025,35.0,Other,Rawalpindi,29.0,Medium,2.68,0.4808362369337979
